x xuv xdv xubar xdbar xgl
0.00052427 2.0603 2.0316 2.00057 2.0173 40.6389
0.00554676 1.01755 0.961502 0.860248 0.883647 10.8377
0.0105693 0.879796 0.7983 0.670035 0.679265 6.88889
0.0155917 0.822931 0.71534 0.571686 0.564042 5.08663
0.0206142 0.793301 0.66017 0.506548 0.482203 4.03164
0.0256367 0.775587 0.618436 0.457647 0.418014 3.32745
0.0306592 0.76391 0.584682 0.41822 0.365167 2.81959
0.0356817 0.755538 0.556325 0.384984 0.320492 2.43394
0.0407042 0.74906 0.531939 0.356133 0.282134 2.13048
0.0457267 0.743677 0.510638 0.330573 0.248882 1.88524
0.0507492 0.738909 0.491819 0.3076 0.219873 1.68278
0.0557717 0.734458 0.475044 0.286731 0.194468 1.51291
0.0607942 0.730135 0.459976 0.267626 0.172148 1.36828
0.0658167 0.725821 0.446345 0.250032 0.152499 1.24372
0.0708391 0.72143 0.433937 0.233757 0.135184 1.13544
0.0758616 0.716917 0.422564 0.21865 0.119901 1.04043
0.0808841 0.712244 0.412076 0.20459 0.10641 0.956521
0.0859066 0.70739 0.40234 0.191477 0.0944948 0.881922
0.0909291 0.702348 0.393244 0.179227 0.083958 0.81518
0.0959516 0.69711 0.384691 0.167768 0.0746426 0.755195
0.100974 0.691675 0.376598 0.15704 0.0664021 0.701029
0.105997 0.686035 0.368895 0.146991 0.0591205 0.651961
0.111019 0.680207 0.361519 0.137569 0.052672 0.607292
0.116042 0.67419 0.354419 0.128732 0.0469635 0.566511
0.121064 0.667989 0.347551 0.120441 0.0419103 0.529175
0.126087 0.661611 0.340875 0.112662 0.0374352 0.494896
0.131109 0.655064 0.33436 0.10536 0.0334685 0.463336
0.136132 0.648362 0.327982 0.0985036 0.0299473 0.434197
0.141154 0.641485 0.32171 0.0920763 0.026837 0.40731
0.146177 0.634463 0.31553 0.0860432 0.0240754 0.382394
0.151199 0.627318 0.309436 0.0803732 0.0216137 0.359228
0.156221 0.620005 0.303393 0.0750676 0.0194437 0.337771
0.161244 0.612599 0.297419 0.0700755 0.0174994 0.317722
0.166266 0.605037 0.291478 0.0654085 0.0157846 0.299106
0.171289 0.597384 0.285588 0.0610225 0.0142496 0.281686
0.176311 0.589624 0.279735 0.0569105 0.0128819 0.265407
0.181334 0.581744 0.273908 0.0530648 0.0116683 0.250211
0.186356 0.573788 0.26812 0.0494546 0.0105801 0.235952
0.191379 0.565756 0.262369 0.0460677 0.0096044 0.222566
0.196401 0.557621 0.25664 0.0429058 0.00873715 0.210044
0.201424 0.54941 0.250944 0.0399467 0.00796055 0.198288
0.206446 0.541138 0.245283 0.0371751 0.0072625 0.187232
0.211469 0.532808 0.23966 0.0345806 0.00663465 0.176828
0.216491 0.524426 0.234075 0.0321536 0.00606948 0.167036
0.221514 0.515994 0.228529 0.0298844 0.0055602 0.157814
0.226536 0.50752 0.223026 0.027764 0.00510075 0.149126
0.231559 0.499007 0.217567 0.0257837 0.00468568 0.140938
0.236581 0.490462 0.212155 0.0239351 0.00431012 0.133217
