x xuv xdv xubar xdbar xgl
0.00052427 1.76036 1.73281 1.70432 1.72057 33.3707
0.00554676 0.952632 0.901826 0.80479 0.830995 9.98074
0.0105693 0.841713 0.768307 0.64375 0.657703 6.56745
0.0155917 0.796833 0.699009 0.558545 0.556459 4.95854
0.0206142 0.774414 0.651856 0.501054 0.482355 3.99435
0.0256367 0.761841 0.615412 0.457214 0.422805 3.3395
0.0306592 0.754213 0.58538 0.421372 0.372786 2.86065
0.0356817 0.749236 0.559752 0.390775 0.329787 2.49279
0.0407042 0.745722 0.537429 0.363902 0.292333 2.20037
0.0457267 0.742998 0.517731 0.339837 0.259456 1.96188
0.0507492 0.740662 0.500189 0.317991 0.230459 1.76336
0.0557717 0.738466 0.484461 0.297961 0.204814 1.59551
0.0607942 0.736255 0.470274 0.279465 0.182087 1.45159
0.0658167 0.733932 0.457408 0.262295 0.161923 1.32682
0.0708391 0.731431 0.445678 0.246292 0.144029 1.21767
0.0758616 0.728716 0.434925 0.231332 0.128134 1.12135
0.0808841 0.725761 0.425014 0.217315 0.114019 1.03579
0.0859066 0.722552 0.415824 0.20416 0.101487 0.959318
0.0909291 0.719087 0.407251 0.191797 0.0903517 0.890555
0.0959516 0.715363 0.399203 0.180167 0.0804634 0.828451
0.100974 0.711382 0.391602 0.16922 0.0716812 0.772108
0.105997 0.707141 0.384377 0.158912 0.0638924 0.720831
0.111019 0.702658 0.377469 0.1492 0.0569723 0.67395
0.116042 0.697934 0.370823 0.140047 0.0508283 0.630967
0.121064 0.692976 0.364396 0.131422 0.0453754 0.591452
0.126087 0.687792 0.358147 0.123293 0.0405352 0.555027
0.131109 0.682392 0.352045 0.115631 0.0362364 0.521362
0.136132 0.676792 0.346062 0.108407 0.0324138 0.490164
0.141154 0.670971 0.340167 0.101608 0.0290323 0.461264
0.146177 0.664959 0.334346 0.0952013 0.0260264 0.434388
0.151199 0.658782 0.32859 0.0891593 0.0233448 0.409315
0.156221 0.652392 0.322863 0.0834836 0.0209793 0.386004
0.161244 0.645868 0.317183 0.0781263 0.0188592 0.364157
0.166266 0.639144 0.311512 0.0730993 0.0169892 0.343797
0.171289 0.632287 0.305868 0.0683604 0.0153154 0.324686
0.176311 0.625282 0.300237 0.0639033 0.0138247 0.30677
0.181334 0.618116 0.294606 0.059721 0.0125029 0.28999
0.186356 0.610832 0.288991 0.0557834 0.0113185 0.274199
0.191379 0.603433 0.283388 0.0520787 0.0102578 0.259332
0.196401 0.595889 0.277781 0.0486092 0.00931618 0.245378
0.201424 0.588229 0.27218 0.045353 0.00847424 0.23224
0.206446 0.580469 0.266592 0.0422947 0.00771868 0.219848
0.211469 0.572612 0.261017 0.0394242 0.00704029 0.208155
0.216491 0.564663 0.255457 0.0367317 0.0064308 0.197117
0.221514 0.556628 0.249913 0.0342078 0.0058827 0.186693
0.226536 0.54851 0.244389 0.0318432 0.00538929 0.176846
0.231559 0.540317 0.238887 0.0296293 0.00494453 0.16754
0.236581 0.532054 0.233411 0.0275573 0.00454304 0.158741
0.241604 0.523727 0.227963 0.0256192 0.00418 0.150418
