x xuv xdv xubar xdbar xgl
0.00052427 1.04583 1.02153 1.00107 1.01516 11.5917
0.00554676 0.743509 0.708125 0.626284 0.660473 6.04408
0.0105693 0.703391 0.656168 0.545617 0.575321 4.62067
0.0155917 0.692398 0.628312 0.500234 0.518373 3.83432
0.0206142 0.691403 0.607368 0.467758 0.471176 3.30914
0.0256367 0.694637 0.589211 0.44155 0.429166 2.92289
0.0306592 0.69979 0.572603 0.418916 0.390797 2.62189
0.0356817 0.705759 0.55715 0.398566 0.355456 2.37801
0.0407042 0.711974 0.542719 0.379801 0.322829 2.17489
0.0457267 0.718123 0.529264 0.362218 0.292725 2.00215
0.0507492 0.72402 0.516767 0.345576 0.265005 1.85282
0.0557717 0.729565 0.505199 0.329712 0.239536 1.72207
0.0607942 0.734695 0.49453 0.314535 0.216197 1.60631
0.0658167 0.739381 0.484713 0.299974 0.194862 1.50289
0.0708391 0.743608 0.475694 0.285977 0.175407 1.40982
0.0758616 0.747373 0.467413 0.272517 0.157701 1.32549
0.0808841 0.75068 0.459807 0.259563 0.141626 1.24866
0.0859066 0.753535 0.452809 0.247097 0.127061 1.17832
0.0909291 0.755951 0.446352 0.235105 0.113882 1.11362
0.0959516 0.757939 0.440373 0.223572 0.101982 1.05389
0.100974 0.759512 0.434809 0.212486 0.0912523 0.998554
0.105997 0.760676 0.429603 0.201834 0.0816015 0.947154
0.111019 0.761452 0.424696 0.191608 0.0729209 0.899247
0.116042 0.761849 0.420039 0.181796 0.065127 0.854495
0.121064 0.761877 0.415585 0.172389 0.0581397 0.812599
0.126087 0.761549 0.41129 0.163375 0.0518823 0.773294
0.131109 0.760876 0.407117 0.154744 0.0462816 0.736346
0.136132 0.759875 0.403033 0.146485 0.0412686 0.701545
0.141154 0.758531 0.399002 0.13859 0.036808 0.668761
0.146177 0.756871 0.395001 0.131047 0.0328255 0.637796
0.151199 0.754921 0.391013 0.12384 0.029261 0.608485
0.156221 0.752638 0.386999 0.116972 0.0261086 0.580789
0.161244 0.750096 0.38297 0.110414 0.02328 0.554487
0.166266 0.74723 0.37888 0.104175 0.0207846 0.529588
