x xuv xdv xubar xdbar xgl
0.00052427 1.60969 1.58274 1.55564 1.57159 29.4237
0.00554676 0.916381 0.868381 0.773759 0.801454 9.43749
0.0105693 0.819522 0.750591 0.628194 0.64479 6.33959
0.0155917 0.781072 0.688778 0.550192 0.551312 4.85034
0.0206142 0.762586 0.646127 0.497004 0.481649 3.94513
0.0256367 0.752846 0.612711 0.456074 0.424845 3.32388
0.0306592 0.747466 0.58484 0.422336 0.376555 2.86577
0.0356817 0.744384 0.560815 0.393315 0.334624 2.51138
0.0407042 0.742533 0.539715 0.367648 0.297788 2.22791
0.0457267 0.741308 0.520972 0.344515 0.265214 1.99545
0.0507492 0.740348 0.504196 0.323388 0.236298 1.80097
0.0557717 0.739433 0.489097 0.303909 0.210577 1.63577
0.0607942 0.738427 0.47544 0.285831 0.187668 1.49351
0.0658167 0.737244 0.463034 0.268968 0.16725 1.36968
0.0708391 0.735828 0.451714 0.25318 0.149054 1.26095
0.0758616 0.734152 0.441335 0.238359 0.132831 1.16465
0.0808841 0.732191 0.431771 0.224418 0.118377 1.07883
0.0859066 0.729938 0.422911 0.211286 0.105503 1.00187
0.0909291 0.727393 0.414655 0.198901 0.0940317 0.932453
0.0959516 0.724556 0.406915 0.187213 0.0838193 0.869574
0.100974 0.721432 0.399614 0.176175 0.0747283 0.812365
0.105997 0.718017 0.392684 0.16575 0.0666482 0.760156
0.111019 0.714332 0.386064 0.1559 0.0594558 0.712296
0.116042 0.710379 0.379702 0.146591 0.0530593 0.668303
0.121064 0.706166 0.373552 0.137796 0.0473735 0.627759
0.126087 0.701701 0.367574 0.129486 0.0423198 0.590296
0.131109 0.696995 0.361735 0.121634 0.0378261 0.555589
0.136132 0.692064 0.356007 0.114215 0.0338263 0.523353
0.141154 0.686889 0.350358 0.107214 0.0302849 0.493423
0.146177 0.681499 0.344773 0.100604 0.0271349 0.465528
0.151199 0.67592 0.339242 0.0943574 0.0243234 0.439452
0.156221 0.670105 0.333729 0.0884762 0.0218423 0.415154
0.161244 0.664133 0.328251 0.0829149 0.0196182 0.39234
0.166266 0.657937 0.322768 0.0776853 0.0176564 0.371031
0.171289 0.651587 0.317299 0.0727467 0.0159007 0.350993
0.176311 0.645066 0.31183 0.0680933 0.0143374 0.332172
0.181334 0.63836 0.306347 0.0637185 0.0129518 0.31451
0.186356 0.631515 0.300865 0.0595927 0.011711 0.297859
