x xuv xdv xubar xdbar xgl
0.001 1.78782 1.75372 1.70803 1.72936 31.2967
0.00103532 1.76727 1.73289 1.68636 1.70791 30.7128
0.00107189 1.74696 1.71231 1.66492 1.68669 30.1375
0.00110975 1.7269 1.69197 1.6437 1.6657 29.5708
0.00114895 1.70708 1.67187 1.62271 1.64493 29.0124
0.00118953 1.68751 1.65201 1.60195 1.62439 28.4624
0.00123155 1.66818 1.63238 1.58141 1.60406 27.9205
0.00127505 1.64908 1.613 1.5611 1.58396 27.3868
0.00132009 1.63023 1.59385 1.54101 1.56408 26.8612
0.00136672 1.61161 1.57493 1.52113 1.54441 26.3435
0.00141499 1.59324 1.55625 1.50148 1.52495 25.8336
0.00146497 1.5751 1.5378 1.48204 1.50571 25.3315
0.00151672 1.55719 1.51957 1.46283 1.48668 24.8371
0.00157029 1.53952 1.50158 1.44382 1.46786 24.3502
0.00162576 1.52208 1.48382 1.42503 1.44925 23.8709
0.00168318 1.50487 1.46628 1.40645 1.43085 23.399
0.00174263 1.4879 1.44896 1.38808 1.41264 22.9344
0.00180419 1.47115 1.43187 1.36992 1.39464 22.4771
0.00186791 1.45463 1.415 1.35197 1.37684 22.0269
0.00193389 1.43835 1.39835 1.33422 1.35924 21.5838
0.0020022 1.42228 1.38192 1.31668 1.34183 21.1477
0.00207292 1.40645 1.3657 1.29934 1.32461 20.7185
0.00214614 1.39084 1.3497 1.2822 1.30759 20.2961
0.00222195 1.37545 1.33392 1.26526 1.29076 19.8804
0.00230043 1.36028 1.31834 1.24852 1.27411 19.4715
0.00238169 1.34534 1.30298 1.23197 1.25765 19.0691
0.00246581 1.33062 1.28782 1.21562 1.24138 18.6732
0.00255291 1.31611 1.27287 1.19947 1.22528 18.2837
0.00264308 1.30183 1.25813 1.1835 1.20936 17.9006
0.00273644 1.28776 1.24359 1.16773 1.19362 17.5237
0.0028331 1.27391 1.22925 1.15214 1.17805 17.153
0.00293317 1.26027 1.2151 1.13674 1.16266 16.7884
0.00303677 1.24684 1.20116 1.12152 1.14743 16.4299
0.00314404 1.23363 1.18741 1.10649 1.13237 16.0773
0.00325509 1.22063 1.17386 1.09164 1.11747 15.7306
0.00337006 1.20784 1.16049 1.07697 1.10273 15.3897
0.0034891 1.19527 1.14732 1.06247 1.08816 15.0546
0.00361234 1.18289 1.13433 1.04815 1.07374 14.7251
0.00373994 1.17073 1.12153 1.03401 1.05947 14.4012
0.00387204 1.15877 1.10891 1.02004 1.04535 14.0828
0.00400881 1.14702 1.09647 1.00624 1.03138 13.7699
0.0041504 1.13547 1.08421 0.992604 1.01755 13.4624
0.004297 1.12413 1.07212 0.979138 1.00387 13.1601
0.00444878 1.11299 1.06021 0.965836 0.990327 12.8631
0.00460592 1.10204 1.04847 0.952698 0.976919 12.5713
0.00476861 1.0913 1.0369 0.939719 0.963644 12.2846
0.00493705 1.08075 1.02549 0.9269 0.9505 12.0029
0.00511143 1.07041 1.01425 0.914238 0.937483 11.7262
0.00529198 1.06026 1.00317 0.90173 0.92459 11.4544
0.0054789 1.0503 0.992251 0.889375 0.911818 11.1874
0.00567243 1.04054 0.981485 0.87717 0.899163 10.9252
0.00587279 1.03097 0.970872 0.865114 0.886623 10.6677
0.00608022 1.02159 0.96041 0.853205 0.874194 10.4149
0.00629499 1.0124 0.950094 0.841439 0.861873 10.1666
0.00651734 1.0034 0.939924 0.829816 0.849657 9.92286
0.00674754 0.994586 0.929894 0.818332 0.837541 9.68359
0.00698588 0.985961 0.920004 0.806985 0.825524 9.44871
0.00723263 0.97752 0.91025 0.795774 0.8136 9.21817
0.0074881 0.969263 0.900628 0.784696 0.801768 8.99191
0.0077526 0.961188 0.891135 0.773748 0.790023 8.76987
0.00802643 0.953294 0.881769 0.762929 0.778363 8.55199
0.00830994 0.945581 0.872526 0.752235 0.766782 8.33822
0.00860346 0.938045 0.863404 0.741665 0.755279 8.1285
0.00890735 0.930686 0.854398 0.731216 0.743849 7.92276
0.00922198 0.923502 0.845505 0.720885 0.732489 7.72097
0.00954772 0.916493 0.836723 0.71067 0.721196 7.52305
0.00988496 0.909655 0.828048 0.700568 0.709965 7.32896
0.0102341 0.902988 0.819476 0.690577 0.698794 7.13864
0.0105956 0.89649 0.811004 0.680695 0.687679 6.95204
0.0109699 0.890159 0.802629 0.670917 0.676617 6.7691
0.0113573 0.883994 0.794347 0.661243 0.665604 6.58978
0.0117585 0.877992 0.786156 0.651669 0.654637 6.41401
0.0121738 0.872153 0.77805 0.642192 0.643712 6.24176
0.0126038 0.866473 0.770028 0.63281 0.632827 6.07297
0.013049 0.860951 0.762086 0.62352 0.621979 5.90759
0.0135099 0.855586 0.75422 0.614319 0.611163 5.74557
0.0139871 0.850374 0.746427 0.605204 0.600378 5.58685
0.0144812 0.845313 0.738703 0.596172 0.589621 5.43141
0.0149927 0.840403 0.731046 0.587221 0.578888 5.27917
0.0155223 0.835639 0.723453 0.578347 0.568178 5.13011
0.0160705 0.83102 0.715919 0.569548 0.557487 4.98417
0.0166382 0.826543 0.708442 0.560821 0.546814 4.8413
0.0172259 0.822206 0.701019 0.552162 0.536157 4.70146
0.0178343 0.818005 0.693646 0.54357 0.525513 4.56461
0.0184642 0.813938 0.686322 0.53504 0.514881 4.4307
0.0191164 0.810003 0.679043 0.52657 0.50426 4.29968
0.0197917 0.806196 0.671807 0.518156 0.493648 4.17152
0.0204907 0.802514 0.664611 0.509797 0.483044 4.04616
0.0212145 0.798953 0.657453 0.501489 0.472448 3.92358
0.0219639 0.795511 0.65033 0.493228 0.461859 3.80372
0.0227397 0.792184 0.643241 0.485013 0.451277 3.68654
0.0235429 0.788968 0.636184 0.47684 0.440703 3.572
0.0243744 0.785859 0.629156 0.468706 0.430136 3.46007
0.0252354 0.782854 0.622156 0.460608 0.419579 3.3507
0.0261268 0.779949 0.615184 0.452545 0.409032 3.24385
0.0270496 0.777139 0.608238 0.444512 0.398497 3.13948
0.028005 0.77442 0.601316 0.436508 0.387976 3.03755
0.0289942 0.771787 0.594418 0.428529 0.377471 2.93803
0.0300184 0.769236 0.587545 0.420574 0.366986 2.84088
0.0310787 0.766762 0.580694 0.412639 0.356524 2.74606
0.0321764 0.764359 0.573867 0.404723 0.346089 2.65353
0.0333129 0.762023 0.567063 0.396824 0.335684 2.56325
0.0344896 0.759749 0.560283 0.388938 0.325316 2.47519
0.0357079 0.757529 0.553528 0.381065 0.314988 2.38931
0.0369691 0.75536 0.546798 0.373203 0.304707 2.30559
0.0382749 0.753234 0.540094 0.365349 0.294478 2.22397
0.0396269 0.751146 0.533417 0.357503 0.284309 2.14443
0.0410266 0.749089 0.526769 0.349663 0.274206 2.06693
0.0424757 0.747057 0.520152 0.341829 0.264176 1.99143
0.043976 0.745043 0.513566 0.333998 0.254228 1.91791
0.0455294 0.743039 0.507015 0.326171 0.24437 1.84633
0.0471375 0.741038 0.500498 0.318348 0.234609 1.77666
0.0488025 0.739034 0.49402 0.310528 0.224956 1.70886
0.0505263 0.737017 0.48758 0.302711 0.215419 1.6429
0.052311 0.734981 0.481182 0.294899 0.206007 1.57874
0.0541587 0.732917 0.474826 0.287091 0.196731 1.51637
0.0560717 0.730817 0.468516 0.279289 0.1876 1.45573
0.0580523 0.728671 0.462251 0.271494 0.178623 1.39681
0.0601028 0.726472 0.456034 0.263708 0.169812 1.33957
0.0622257 0.724209 0.449866 0.255933 0.161175 1.28399
0.0644236 0.721873 0.443747 0.248172 0.152722 1.23002
0.0666992 0.719456 0.437677 0.240428 0.144464 1.17764
0.0690551 0.716946 0.431656 0.232703 0.13641 1.12683
0.0714943 0.714333 0.425685 0.225002 0.128568 1.07754
0.0740196 0.711607 0.41976 0.217329 0.120948 1.02976
0.0766341 0.708758 0.413882 0.209688 0.113557 0.98345
0.079341 0.705774 0.408047 0.202084 0.106404 0.938585
0.0821434 0.702644 0.402252 0.194523 0.0994953 0.895137
0.0850449 0.699356 0.396493 0.18701 0.0928379 0.853078
0.0880488 0.695899 0.390765 0.17955 0.0864371 0.812381
0.0911589 0.69226 0.385064 0.172152 0.0802979 0.773019
0.0943788 0.688427 0.379382 0.164821 0.0744241 0.734966
0.0977124 0.684387 0.373712 0.157565 0.0688188 0.698195
0.101164 0.680128 0.368046 0.150391 0.0634838 0.66268
0.104737 0.675635 0.362376 0.143307 0.05842 0.628396
0.108437 0.670896 0.356691 0.136321 0.0536274 0.595319
0.112267 0.665897 0.350982 0.129442 0.0491047 0.563423
0.116232 0.660624 0.345237 0.122677 0.0448494 0.532686
0.120338 0.655062 0.339444 0.116036 0.0408582 0.503082
0.124588 0.649197 0.333592 0.109526 0.0371265 0.474589
0.128989 0.643015 0.327667 0.103158 0.0336486 0.447183
0.133545 0.636501 0.321657 0.096939 0.0304182 0.420843
0.138262 0.629639 0.31555 0.090878 0.0274275 0.395546
0.143146 0.622416 0.309332 0.0849834 0.0246683 0.37127
0.148202 0.614816 0.302991 0.0792634 0.0221314 0.347995
0.153437 0.606824 0.296515 0.0737257 0.0198069 0.325698
0.158857 0.598426 0.289893 0.0683778 0.0176845 0.304359
0.164468 0.589607 0.283114 0.0632267 0.0157531 0.283957
0.170277 0.580354 0.276169 0.0582787 0.0140016 0.264473
0.176291 0.570652 0.26905 0.0535397 0.0124186 0.245886
0.182518 0.560491 0.261751 0.0490146 0.0109923 0.228176
0.188965 0.549857 0.254267 0.0447077 0.00971138 0.211324
0.19564 0.53874 0.246597 0.0406224 0.00856432 0.195311
0.20255 0.52713 0.23874 0.0367612 0.00753997 0.180115
0.209705 0.51502 0.230697 0.0331256 0.00662751 0.165719
0.217112 0.502405 0.222475 0.029716 0.00581657 0.152103
0.224781 0.489279 0.21408 0.0265319 0.00509728 0.139247
0.23272 0.475643 0.205524 0.0235714 0.00446037 0.127131
0.24094 0.461497 0.196818 0.0208318 0.0038972 0.115736
0.249451 0.446848 0.187981 0.0183091 0.00339976 0.105042
0.258262 0.431704 0.17903 0.0159984 0.00296077 0.0950292
0.267384 0.416079 0.169987 0.0138935 0.00257359 0.0856765
0.276829 0.399989 0.160879 0.0119872 0.00223227 0.0769636
0.286607 0.383459 0.151731 0.0102716 0.00193149 0.0688694
0.29673 0.366516 0.142575 0.00873773 0.00166656 0.0613729
0.307211 0.349196 0.133442 0.00737584 0.00143334 0.0544521
0.318063 0.33154 0.124367 0.00617558 0.00122819 0.0480852
0.329297 0.313595 0.115385 0.00512607 0.00104797 0.0422497
0.340929 0.295416 0.106533 0.00421601 0.000889911 0.0369228
0.352971 0.277066 0.0978487 0.00343387 0.000751605 0.0320814
0.365438 0.258616 0.0893711 0.00276799 0.000630945 0.0277017
0.378346 0.240141 0.0811377 0.00220679 0.000526071 0.02376
0.39171 0.221726 0.0731857 0.00173887 0.000435333 0.020232
0.405546 0.203462 0.0655513 0.00135319 0.00035725 0.0170932
0.419871 0.185445 0.0582684 0.00103915 0.000290484 0.014319
0.434701 0.167778 0.0513685 0.00078678 0.00023381 0.0118843
0.450056 0.150565 0.04488 0.000586786 0.000186103 0.0097644
0.465953 0.133915 0.0388275 0.000430653 0.000146318 0.00793431
0.482411 0.117934 0.0332311 0.000310696 0.00011349 0.0063693
0.499451 0.102729 0.0281058 0.000220097 8.67202e-05 0.00504488
