x xuv xdv xubar xdbar xgl
0.001 1.30034 1.26984 1.232 1.25271 20.5782
0.00103532 1.28971 1.25901 1.22041 1.24141 20.2786
0.00107189 1.27917 1.24826 1.20889 1.23017 19.9818
0.00110975 1.26871 1.23759 1.19744 1.21901 19.6878
0.00114895 1.25834 1.22702 1.18607 1.20793 19.3967
0.00118953 1.24806 1.21654 1.17477 1.19692 19.1084
0.00123155 1.23787 1.20614 1.16355 1.18598 18.8229
0.00127505 1.22777 1.19583 1.15241 1.17512 18.5403
0.00132009 1.21776 1.18562 1.14134 1.16434 18.2604
0.00136672 1.20785 1.17549 1.13034 1.15363 17.9833
0.00141499 1.19802 1.16546 1.11943 1.143 17.7091
0.00146497 1.18829 1.15552 1.10859 1.13244 17.4375
0.00151672 1.17865 1.14567 1.09782 1.12196 17.1688
0.00157029 1.1691 1.13591 1.08714 1.11155 16.9028
0.00162576 1.15965 1.12625 1.07653 1.10122 16.6396
0.00168318 1.1503 1.11668 1.066 1.09097 16.3791
0.00174263 1.14104 1.1072 1.05555 1.08079 16.1213
0.00180419 1.13188 1.09782 1.04518 1.07068 15.8662
0.00186791 1.12281 1.08853 1.03489 1.06066 15.6138
0.00193389 1.11384 1.07934 1.02467 1.0507 15.3641
0.0020022 1.10497 1.07024 1.01454 1.04082 15.1171
0.00207292 1.0962 1.06124 1.00448 1.03102 14.8727
0.00214614 1.08753 1.05233 0.994505 1.02129 14.631
0.00222195 1.07896 1.04352 0.984607 1.01163 14.3919
0.00230043 1.07048 1.0348 0.974789 1.00205 14.1555
0.00238169 1.06211 1.02617 0.965049 0.992533 13.9217
0.00246581 1.05384 1.01764 0.955388 0.983092 13.6904
0.00255291 1.04567 1.00921 0.945807 0.973723 13.4618
0.00264308 1.03761 1.00087 0.936305 0.964424 13.2357
0.00273644 1.02964 0.992627 0.926882 0.955195 13.0122
0.0028331 1.02178 0.984478 0.917537 0.946035 12.7912
0.00293317 1.01402 0.976423 0.908271 0.936943 12.5728
0.00303677 1.00637 0.968461 0.899084 0.927918 12.3569
0.00314404 0.998823 0.960594 0.889975 0.91896 12.1435
0.00325509 0.99138 0.95282 0.880944 0.910067 11.9325
0.00337006 0.984042 0.945138 0.871991 0.901238 11.7241
0.0034891 0.97681 0.937549 0.863116 0.892472 11.5181
0.00361234 0.969684 0.930052 0.854317 0.883768 11.3145
0.00373994 0.962665 0.922647 0.845596 0.875125 11.1134
0.00387204 0.955752 0.915332 0.83695 0.866541 10.9147
0.00400881 0.948947 0.908107 0.828381 0.858016 10.7184
0.0041504 0.94225 0.900972 0.819888 0.849547 10.5245
0.004297 0.935662 0.893924 0.81147 0.841133 10.333
0.00444878 0.929181 0.886965 0.803126 0.832772 10.1438
0.00460592 0.92281 0.880092 0.794856 0.824464 9.95694
0.00476861 0.916548 0.873305 0.78666 0.816205 9.77242
0.00493705 0.910396 0.866603 0.778537 0.807995 9.59021
0.00511143 0.904353 0.859985 0.770486 0.799832 9.41029
