x xuv xdv xubar xdbar xgl
0.001 1.34987 1.319 1.28028 1.3011 21.8089
0.00103532 1.33833 1.30725 1.26776 1.28886 21.4795
0.00107189 1.32689 1.2956 1.25533 1.27671 21.1536
0.00110975 1.31555 1.28404 1.24298 1.26464 20.831
0.00114895 1.30431 1.27259 1.23072 1.25266 20.5118
0.00118953 1.29317 1.26124 1.21855 1.24077 20.196
0.00123155 1.28214 1.24999 1.20646 1.22896 19.8834
0.00127505 1.2712 1.23884 1.19446 1.21724 19.5742
0.00132009 1.26037 1.2278 1.18255 1.2056 19.2682
0.00136672 1.24964 1.21685 1.17073 1.19405 18.9655
0.00141499 1.23902 1.20601 1.15899 1.18259 18.6661
0.00146497 1.2285 1.19527 1.14734 1.17122 18.37
0.00151672 1.21809 1.18464 1.13578 1.15993 18.077
0.00157029 1.20778 1.1741 1.12431 1.14873 17.7873
0.00162576 1.19757 1.16368 1.11293 1.13762 17.5008
0.00168318 1.18748 1.15335 1.10164 1.12659 17.2174
0.00174263 1.17749 1.14314 1.09044 1.11565 16.9373
0.00180419 1.16761 1.13302 1.07932 1.10479 16.6602
0.00186791 1.15783 1.12301 1.0683 1.09402 16.3863
0.00193389 1.14817 1.11311 1.05736 1.08333 16.1155
0.0020022 1.13861 1.10331 1.04652 1.07273 15.8478
0.00207292 1.12916 1.09361 1.03576 1.06221 15.5832
0.00214614 1.11983 1.08402 1.02509 1.05177 15.3216
0.00222195 1.1106 1.07454 1.01451 1.04142 15.063
0.00230043 1.10148 1.06516 1.00402 1.03115 14.8075
0.00238169 1.09248 1.05588 0.993623 1.02096 14.555
0.00246581 1.08358 1.04671 0.983311 1.01085 14.3055
0.00255291 1.0748 1.03764 0.973088 1.00082 14.0589
0.00264308 1.06613 1.02868 0.962954 0.990876 13.8153
0.00273644 1.05757 1.01982 0.952908 0.981007 13.5746
0.0028331 1.04913 1.01106 0.94295 0.971215 13.3368
0.00293317 1.04079 1.00241 0.93308 0.9615 13.1019
0.00303677 1.03258 0.99386 0.923297 0.95186 12.8698
0.00314404 1.02447 0.985412 0.913602 0.942295 12.6406
0.00325509 1.01648 0.977066 0.903993 0.932804 12.4143
0.00337006 1.0086 0.968822 0.894471 0.923385 12.1907
0.0034891 1.00084 0.960678 0.885035 0.914037 11.97
0.00361234 0.993198 0.952634 0.875685 0.904758 11.752
0.00373994 0.985668 0.944689 0.86642 0.895549 11.5368
0.00387204 0.978254 0.936843 0.85724 0.886406 11.3243
0.00400881 0.970955 0.929095 0.848144 0.877329 11.1145
0.0041504 0.963773 0.921443 0.839131 0.868316 10.9074
0.004297 0.956708 0.913888 0.830202 0.859365 10.7029
0.00444878 0.949759 0.906427 0.821355 0.850475 10.5012
0.00460592 0.942928 0.899061 0.812589 0.841644 10.302
0.00476861 0.936214 0.891787 0.803905 0.83287 10.1055
0.00493705 0.929618 0.884605 0.795302 0.824152 9.91156
0.00511143 0.923139 0.877514 0.786778 0.815487 9.7202
0.00529198 0.916778 0.870512 0.778333 0.806873 9.53139
0.0054789 0.910536 0.863597 0.769965 0.798308 9.34511
0.00567243 0.904412 0.856769 0.761676 0.789791 9.16135
0.00587279 0.898407 0.850026 0.753462 0.781319 8.98007
0.00608022 0.892521 0.843367 0.745324 0.772889 8.80127
0.00629499 0.886753 0.836789 0.73726 0.764499 8.62492
0.00651734 0.881105 0.830292 0.729269 0.756148 8.451
0.00674754 0.875575 0.823872 0.721351 0.747831 8.2795
0.00698588 0.870165 0.81753 0.713504 0.739548 8.11039
0.00723263 0.864875 0.811261 0.705727 0.731294 7.94365
0.0074881 0.859703 0.805066 0.698019 0.723069 7.77926
0.0077526 0.854652 0.798941 0.690378 0.714867 7.61721
0.00802643 0.849719 0.792884 0.682804 0.706688 7.45747
0.00830994 0.844906 0.786894 0.675294 0.698528 7.30002
0.00860346 0.840213 0.780968 0.667849 0.690384 7.14485
0.00890735 0.835639 0.775104 0.660465 0.682253 6.99193
0.00922198 0.831184 0.769299 0.653143 0.674132 6.84125
0.00954772 0.826849 0.76355 0.645879 0.666018 6.69278
0.00988496 0.822632 0.757856 0.638673 0.657907 6.54651
0.0102341 0.818535 0.752214 0.631523 0.649798 6.40242
0.0105956 0.814556 0.746621 0.624428 0.641686 6.26048
0.0109699 0.810695 0.741075 0.617385 0.633568 6.12068
0.0113573 0.806952 0.735572 0.610392 0.625442 5.983
0.0117585 0.803327 0.73011 0.603449 0.617303 5.84742
0.0121738 0.79982 0.724686 0.596553 0.609149 5.71393
0.0126038 0.796429 0.719298 0.589701 0.600976 5.58249
0.013049 0.793154 0.713941 0.582893 0.592781 5.4531
0.0135099 0.789995 0.708615 0.576126 0.584561 5.32574
0.0139871 0.786951 0.703314 0.569398 0.576313 5.20038
0.0144812 0.784022 0.698038 0.562706 0.568034 5.07701
0.0149927 0.781205 0.692781 0.556049 0.55972 4.95561
0.0155223 0.778502 0.687543 0.549424 0.551369 4.83617
0.0160705 0.775911 0.682319 0.542829 0.542977 4.71865
