x xuv xdv xubar xdbar xgl
0.00052427 1.1748 1.14979 1.12747 1.14215 16.3531
0.00554676 0.790804 0.752043 0.666391 0.69889 7.14109
0.0105693 0.73707 0.683739 0.569586 0.595555 5.22583
0.0155917 0.719198 0.646922 0.515619 0.528701 4.2209
0.0206142 0.713682 0.620002 0.477457 0.47512 3.57187
0.0256367 0.713484 0.597519 0.447076 0.428745 3.10603
0.0306592 0.715799 0.577648 0.421208 0.387349 2.74998
0.0356817 0.719292 0.559672 0.398272 0.349927 2.46614
0.0407042 0.723272 0.543254 0.377403 0.315914 2.23304
0.0457267 0.727355 0.528212 0.35809 0.284946 2.03729
0.0507492 0.731313 0.514423 0.34002 0.256752 1.86999
0.0557717 0.735014 0.501786 0.322978 0.231106 1.72502
0.0607942 0.73838 0.490212 0.306831 0.207811 1.59789
0.0658167 0.741366 0.479611 0.291478 0.186681 1.48534
0.0708391 0.743948 0.469897 0.276843 0.167548 1.38489
0.0758616 0.746117 0.460981 0.262877 0.150245 1.29459
0.0808841 0.74787 0.452783 0.249532 0.134625 1.21293
0.0859066 0.749209 0.445222 0.236775 0.120548 1.1387
0.0909291 0.750145 0.438218 0.224579 0.107869 1.07087
0.0959516 0.750686 0.431702 0.212919 0.0964706 1.00866
0.100974 0.750842 0.425604 0.201772 0.0862329 0.951373
0.105997 0.750618 0.419865 0.191119 0.0770586 0.898478
0.111019 0.750035 0.414424 0.180942 0.0688329 0.849453
0.116042 0.7491 0.409232 0.171223 0.0614691 0.803904
0.121064 0.747823 0.40424 0.161946 0.0548849 0.761485
0.126087 0.746214 0.399407 0.153095 0.0490021 0.721892
0.131109 0.744287 0.394697 0.144655 0.0437475 0.684853
0.136132 0.742057 0.390078 0.136609 0.0390525 0.650129
0.141154 0.739507 0.385515 0.128949 0.0348814 0.617574
0.146177 0.736667 0.380988 0.121656 0.0311618 0.586961
0.151199 0.733564 0.376483 0.114711 0.0278354 0.558103
0.156221 0.73015 0.371962 0.108117 0.0248958 0.530961
0.161244 0.726504 0.367437 0.10184 0.022259 0.505281
0.166266 0.72256 0.362865 0.0958886 0.0199329 0.481078
0.171289 0.718387 0.358263 0.0902315 0.0178523 0.458147
0.176311 0.713968 0.353614 0.0848642 0.0160019 0.436438
0.181334 0.709288 0.348899 0.0797821 0.014365 0.415897
0.186356 0.704395 0.344137 0.0749598 0.0129027 0.396391
0.191379 0.69929 0.339321 0.0703872 0.0115976 0.377862
0.196401 0.693938 0.334429 0.0660684 0.0104449 0.360299
0.201424 0.688371 0.329474 0.0619836 0.00941965 0.343611
0.206446 0.682605 0.324462 0.0581188 0.00850502 0.327734
0.211469 0.676645 0.319395 0.0544649 0.00768927 0.312623
0.216491 0.670493 0.314272 0.0510131 0.00696173 0.298236
0.221514 0.664155 0.309097 0.0477545 0.00631271 0.284534
0.226536 0.657636 0.303873 0.0446805 0.00573348 0.271481
0.231559 0.65094 0.298602 0.0417825 0.00521616 0.25904
0.236581 0.644075 0.293291 0.0390524 0.00475368 0.247181
0.241604 0.637045 0.287942 0.0364818 0.00433972 0.235871
0.246626 0.629858 0.282562 0.0340627 0.00396865 0.225082
0.251649 0.622521 0.277156 0.0317873 0.00363545 0.214786
0.256671 0.615041 0.271729 0.0296478 0.0033357 0.204957
0.261694 0.607427 0.266289 0.0276368 0.00306549 0.19557
0.266716 0.599687 0.26084 0.025747 0.00282137 0.186602
0.271739 0.59183 0.255388 0.0239715 0.00260033 0.17803
0.276761 0.583864 0.249939 0.0223033 0.00239971 0.169833
0.281784 0.575789 0.244496 0.0207387 0.0022177 0.161999
0.286806 0.56757 0.239049 0.0192841 0.00205433 0.154546
0.291829 0.559263 0.233621 0.0179192 0.00190494 0.147414
0.296851 0.550879 0.228217 0.016638 0.00176796 0.140585
0.301874 0.542429 0.222843 0.0154351 0.00164207 0.134044
0.306896 0.533903 0.217496 0.0143097 0.00152671 0.127787
0.311919 0.525258 0.212171 0.0132707 0.00142245 0.121843
0.316941 0.51657 0.206888 0.012295 0.0013258 0.116144
0.321964 0.507848 0.201652 0.0113784 0.00123603 0.110674
0.326986 0.49907 0.196457 0.0105247 0.00115337 0.105447
0.332009 0.490208 0.191305 0.00973827 0.00107794 0.100481
0.337031 0.481338 0.186208 0.00899857 0.00100729 0.0957081
0.342054 0.472467 0.181169 0.00830225 0.000941044 0.0911171
0.347076 0.4635 0.176179 0.00767082 0.000881109 0.0867862
0.352099 0.454547 0.171254 0.0070762 0.000824615 0.0826187
0.357121 0.445615 0.166391 0.0065153 0.000771267 0.0786026
0.362144 0.43661 0.161592 0.00600948 0.000722868 0.074821
0.367166 0.427639 0.15686 0.00553245 0.000677006 0.0711771
0.372189 0.418692 0.152196 0.00508513 0.000633759 0.0676738
0.377211 0.409708 0.147607 0.00468172 0.000594247 0.0643723
0.382234 0.40078 0.143086 0.00429902 0.000556515 0.0611794
0.387256 0.391858 0.138641 0.00394832 0.000521472 0.0581434
0.392279 0.382959 0.134275 0.00362531 0.000488738 0.0552502
0.397301 0.374125 0.129975 0.00331863 0.000457398 0.0524484
0.402324 0.365283 0.125769 0.00304731 0.000428958 0.04983
0.407346 0.35652 0.12163 0.00278783 0.000401542 0.0472858
0.412369 0.347788 0.117578 0.00255337 0.000376197 0.044881
0.417391 0.339119 0.113604 0.00233522 0.000352236 0.042576
0.422414 0.330512 0.109707 0.00213289 0.000329617 0.0403679
0.427436 0.321961 0.105902 0.0019501 0.000308654 0.0382813
0.432459 0.313491 0.102161 0.00177633 0.000288494 0.0362574
0.437481 0.305081 0.0985278 0.00162358 0.000270137 0.0343697
0.442503 0.296761 0.0949454 0.00147533 0.000252217 0.0325199
0.447526 0.288514 0.0914826 0.00134773 0.000236108 0.0308114
0.452548 0.280358 0.0880673 0.00122327 0.000220328 0.0291337
0.457571 0.272292 0.0847676 0.00111548 0.000206061 0.0275786
0.462593 0.264317 0.0815176 0.00101109 0.000192152 0.0260568
0.467616 0.256447 0.0783815 0.000920577 0.00017955 0.024645
0.472638 0.248667 0.075294 0.00083305 0.000167274 0.0232643
0.477661 0.241007 0.0723219 0.000757524 0.000156178 0.0219862
0.482683 0.233435 0.0693928 0.000684111 0.000145329 0.0207328
0.487706 0.225999 0.0665848 0.000621513 0.000135592 0.0195793
0.492728 0.218643 0.0638091 0.000559889 0.000125989 0.0184406
0.497751 0.211446 0.0611647 0.000508372 0.000117478 0.0174028
0.502773 0.204322 0.0585468 0.000457372 0.000109052 0.0163755
0.507796 0.197369 0.0560548 0.000414499 0.000101555 0.0154371
0.512818 0.190494 0.0535976 0.000372829 9.42194e-05 0.014516
0.517841 0.183782 0.0512472 0.000336805 8.75738e-05 0.0136635
0.522863 0.177171 0.0489495 0.000303026 8.12165e-05 0.0128409
0.527886 0.170701 0.0467328 0.000272658 7.531e-05 0.0120651
0.532908 0.164366 0.0445928 0.000245501 6.98284e-05 0.0113334
0.537931 0.158132 0.0425014 0.000219826 6.4565e-05 0.0106259
0.542953 0.152087 0.0405171 0.000198181 5.98646e-05 0.00997815
0.547976 0.146097 0.0385511 0.000176735 5.52075e-05 0.00933635
0.552998 0.140338 0.036711 0.000159331 5.11559e-05 0.00876081
0.558021 0.134646 0.0348962 0.00014239 4.71856e-05 0.00819528
0.563043 0.12912 0.0331626 0.000127502 4.35526e-05 0.00766843
0.568066 0.123735 0.0314958 0.000114248 4.01899e-05 0.00717277
0.573088 0.118429 0.0298597 0.000101493 3.6923e-05 0.00668913
