x uv dv ubar dvar gl
1e-05 1.20954 1.19913 1.20008 1.19832 4.8243
2e-05 0.9652 0.950424 0.951972 0.949153 -0.428408
3e-05 0.828119 0.810073 0.812106 0.808413 -3.22216
5e-05 0.679657 0.656565 0.659397 0.654231 -5.978
6e-05 0.634348 0.609171 0.612346 0.60653 -6.7297
7e-05 0.59925 0.57218 0.575674 0.569248 -7.2702
8e-05 0.571182 0.542373 0.546163 0.539161 -7.66987
9e-05 0.548176 0.517752 0.521821 0.51427 -7.97134
0.0001 0.52895 0.497015 0.501347 0.493271 -8.20183
0.0002 0.431047 0.387464 0.393877 0.381398 -8.90183
0.0003 0.39289 0.340972 0.348879 0.332891 -8.77603
0.0005 0.359269 0.295068 0.305081 0.283424 -8.22489
0.0006 0.350182 0.281093 0.291882 0.267815 -7.95097
0.0007 0.343417 0.269986 0.28142 0.255144 -7.69561
0.0008 0.338125 0.260778 0.272752 0.244429 -7.45992
0.0009 0.333829 0.252909 0.265335 0.235101 -7.24273
0.001 0.330238 0.246031 0.258832 0.226806 -7.04222
0.002 0.310272 0.202493 0.216371 0.170639 -5.64044
0.003 0.299717 0.177054 0.189227 0.134264 -4.80809
0.005 0.286338 0.145048 0.149797 0.0831751 -3.80254
0.006 0.281637 0.134141 0.133985 0.0636667 -3.46248
0.007 0.277815 0.125425 0.11986 0.0468244 -3.18437
0.008 0.274711 0.118435 0.107074 0.0321084 -2.951
0.009 0.272212 0.112845 0.0953915 0.0191408 -2.7513
0.01 0.270228 0.108411 0.0846406 0.00764038 -2.57775
0.02 0.268834 0.101037 0.00965096 -0.0581432 -1.56583
0.03 0.285379 0.12354 -0.032359 -0.0791396 -1.08732
0.05 0.33689 0.186038 -0.0714909 -0.0763472 -0.613252
0.06 0.364789 0.214856 -0.0790082 -0.0676884 -0.479756
0.07 0.391886 0.239713 -0.0819933 -0.0581464 -0.381487
0.08 0.417308 0.260168 -0.0819057 -0.0489282 -0.306984
0.09 0.440534 0.276295 -0.0797555 -0.0405814 -0.249239
0.1 0.461302 0.288435 -0.0762477 -0.0332949 -0.203723
0.15 0.525554 0.30332 -0.0518382 -0.0113603 -0.0781923
0.2 0.531391 0.274015 -0.0302502 -0.00374347 -0.0299476
0.3 0.433594 0.179453 -0.00788888 -0.000507714 -0.00212845
0.4 0.284002 0.096212 -0.00151461 -9.66757e-05 0.00133951
0.55 0.101321 0.0259966 -5.61083e-05 -5.42e-06 0.000509385
0.6 0.0630743 0.0147538 -1.0991e-05 -1.28775e-06 0.000266045
0.7 0.0181903 0.00355994 3.87429e-07 1.33762e-07 4.44761e-05
0.9 7.78308e-05 7.22411e-06 1.48391e-09 1.03493e-09 1.08906e-07
