x uv dv ubar dvar gl
0.00052427 1.85961 1.83178 1.80271 1.81909 36.3193
0.01062 0.858161 0.782416 0.65665 0.669219 6.82265
0.0207157 0.784477 0.658145 0.506439 0.48564 4.1159
0.0308114 0.760186 0.587778 0.42289 0.372611 2.91108
0.0409071 0.749367 0.537814 0.363401 0.290695 2.22541
0.0510028 0.742488 0.499308 0.316231 0.228217 1.77404
0.0610986 0.736555 0.468537 0.276908 0.179718 1.4541
0.0711943 0.730382 0.443306 0.243236 0.14178 1.21518
0.08129 0.723492 0.422127 0.213968 0.112008 1.03013
0.0913857 0.715697 0.403916 0.18831 0.0886223 0.882888
0.101481 0.706955 0.387857 0.165701 0.0702349 0.763182
0.111577 0.697272 0.373338 0.145723 0.0557829 0.664256
0.121673 0.686682 0.359897 0.128049 0.0444267 0.581401
0.131769 0.675255 0.347196 0.112399 0.0354896 0.511183
0.141864 0.66304 0.334987 0.0985454 0.0284572 0.451146
0.15196 0.650106 0.323097 0.0862849 0.0229124 0.39939
0.162056 0.6365 0.311405 0.0754478 0.0185396 0.354507
0.172151 0.622299 0.299842 0.0658715 0.0150758 0.315327
0.182247 0.607546 0.288359 0.0574248 0.0123295 0.280987
0.192343 0.592296 0.276935 0.0499854 0.0101446 0.250769
0.202439 0.576613 0.265573 0.0434385 0.00839644 0.224066
0.212534 0.560571 0.25429 0.0376771 0.00698729 0.200368
0.22263 0.544159 0.243079 0.0326386 0.00585572 0.179365
0.232726 0.527499 0.23199 0.0282153 0.00493175 0.160623
0.242821 0.510614 0.221036 0.0243461 0.00417558 0.143892
0.252917 0.493531 0.210238 0.0209765 0.00355523 0.128963
0.263013 0.476325 0.19963 0.0180379 0.00304015 0.11559
0.273109 0.459041 0.189236 0.0154806 0.00260988 0.1036
0.283204 0.441725 0.179078 0.0132591 0.0022481 0.0928391
0.2933 0.424422 0.169176 0.0113319 0.00194184 0.0831691
0.303396 0.407153 0.159547 0.00967053 0.00168237 0.0744994
0.313491 0.389978 0.150209 0.00823694 0.00146051 0.0667076
0.323587 0.372947 0.141174 0.0069977 0.00126921 0.0596857
