x uv dv ubar dvar gl
0.333683 0.356088 0.132453 0.00593172 0.0011041 0.0533673
0.343779 0.339424 0.124058 0.00502188 0.000961795 0.0477019
0.353874 0.323019 0.115985 0.00423522 0.000837128 0.0425748
0.36397 0.306868 0.108257 0.0035721 0.000729815 0.0380004
0.374066 0.291035 0.100852 0.00299952 0.000635199 0.0338555
0.384161 0.275527 0.0937956 0.00251784 0.00055327 0.0301539
0.394257 0.260379 0.0870673 0.00210659 0.000481278 0.0268162
0.404353 0.245612 0.0806647 0.00175647 0.00041802 0.0238093
0.414449 0.231251 0.0746072 0.00146484 0.000363232 0.0211327
0.424544 0.21731 0.0688642 0.00121716 0.000314999 0.0187218
0.43464 0.203803 0.0634305 0.00100768 0.000272608 0.016554
0.444736 0.190752 0.0583127 0.000832861 0.000235667 0.0146188
0.454831 0.178177 0.0535069 0.000687781 0.00020357 0.0128961
0.464927 0.166074 0.0489902 0.000566197 0.000175464 0.0113538
0.475023 0.154451 0.0447548 0.000464698 0.000150905 0.0099755
0.485119 0.143316 0.0407925 0.000380283 0.000129489 0.00874625
0.495214 0.132672 0.0370942 0.000310337 0.000110855 0.00765206
0.50531 0.122523 0.0336507 0.000252583 9.46782e-05 0.00668006
0.515406 0.11287 0.0304522 0.000205057 8.06656e-05 0.00581835
0.525501 0.103712 0.0274885 0.000166071 6.85552e-05 0.00505598
0.535597 0.0950457 0.0247493 0.000134184 5.81125e-05 0.00438288
0.545693 0.0868669 0.0222237 0.000108174 4.91281e-05 0.00378983
0.555789 0.0791686 0.019901 8.70081e-05 4.14154e-05 0.00326836
0.565884 0.0719419 0.01777 6.98222e-05 3.48091e-05 0.00281079
0.57598 0.0651762 0.0158198 5.58948e-05 2.91628e-05 0.00241008
0.586076 0.0588591 0.0140395 4.46279e-05 2.43476e-05 0.0020599
0.596171 0.0529765 0.012418 3.55284e-05 2.02503e-05 0.00175449
0.606267 0.0475131 0.0109448 2.81911e-05 1.67718e-05 0.00148869
0.616363 0.0424522 0.00960947 2.2285e-05 1.38257e-05 0.00125786
0.626459 0.0377763 0.00840202 1.754e-05 1.1337e-05 0.00105785
0.636554 0.0334673 0.00731284 1.37364e-05 9.24093e-06 0.000884989
0.64665 0.0295425 0.006344 1.07663e-05 7.51439e-06 0.000738386
0.656746 0.0259852 0.00548607 8.44623e-06 6.09716e-06 0.000614521
0.666841 0.0227412 0.00471936 6.58522e-06 4.91231e-06 0.000508288
0.676937 0.0197902 0.00403582 5.09663e-06 3.92519e-06 0.000417432
0.687033 0.017113 0.00342806 3.91059e-06 3.10638e-06 0.000339996
0.697129 0.0147308 0.0028999 3.00307e-06 2.45126e-06 0.000275993
0.707224 0.0126307 0.00244506 2.31127e-06 1.93173e-06 0.000223565
0.71732 0.010746 0.0020444 1.75739e-06 1.50341e-06 0.000179197
0.727416 0.00905957 0.00169264 1.31751e-06 1.1529e-06 0.000141853
0.737511 0.00759519 0.00139438 9.88112e-07 8.81202e-07 0.000111839
0.747607 0.00633943 0.00114452 7.42625e-07 6.72858e-07 8.79932e-05
0.757703 0.00522831 0.000927216 5.46766e-07 5.03358e-07 6.80636e-05
0.767799 0.00424976 0.000739379 3.93122e-07 3.67524e-07 5.15866e-05
0.777894 0.00346426 0.000593072 2.90208e-07 2.73971e-07 3.96511e-05
0.78799 0.00277857 0.000467316 2.08029e-07 1.98452e-07 2.97683e-05
0.798086 0.00218278 0.000359959 1.43961e-07 1.38752e-07 2.17003e-05
0.808181 0.00171942 0.000278909 1.02315e-07 9.92241e-08 1.60572e-05
0.818277 0.00132816 0.000211582 7.03347e-08 6.86535e-08 1.15628e-05
0.828373 0.000993884 0.000155049 4.58221e-08 4.50154e-08 7.9627e-06
0.838469 0.000752682 0.000115562 3.13424e-08 3.0888e-08 5.66338e-06
0.848564 0.00054991 8.28071e-05 2.00952e-08 1.98813e-08 3.82448e-06
0.85866 0.000387592 5.71415e-05 1.22569e-08 1.21652e-08 2.47084e-06
0.868756 0.000276821 4.01465e-05 7.83712e-09 7.79212e-09 1.65011e-06
0.878851 0.000184265 2.61238e-05 4.43551e-09 4.42014e-09 9.98043e-07
0.888947 0.000122378 1.70353e-05 2.59423e-09 2.58814e-09 6.14419e-07
0.899043 7.79127e-05 1.06234e-05 1.41891e-09 1.41743e-09 3.58287e-07
0.909139 4.45579e-05 5.91689e-06 6.66237e-10 6.66402e-10 1.83187e-07
0.919234 2.73001e-05 3.56899e-06 3.65043e-10 3.65373e-10 1.05369e-07
0.92933 1.34545e-05 1.70525e-06 1.41741e-10 1.42079e-10 4.56871e-08
0.939426 7.20001e-06 8.98454e-07 6.84254e-11 6.86357e-11 2.31254e-08
0.949521 2.98902e-06 3.6084e-07 2.2211e-11 2.23231e-11 8.49107e-09
0.959617 1.17366e-06 1.38821e-07 7.78805e-12 7.83625e-12 3.15369e-09
0.969713 3.74524e-07 4.26713e-08 1.97786e-12 1.99551e-12 9.08291e-10
0.979809 6.96857e-08 7.73086e-09 3.51919e-13 3.55294e-13 1.65879e-10
0.989904 1.34959e-08 1.40908e-09 6.13613e-14 6.20532e-14 3.08071e-11
1 0 0 0 0 0
